Approved symbol	Previous symbols	Synonyms	NCBI Gene ID	Ensembl gene ID
MYO18A		KIAA0216, MysPDZ	399687	ENSG00000196535
MYO18B		BK125H2.1	84700	ENSG00000133454
MYO19	MYOHD1	FLJ22865	80179	ENSG00000278259
MYOC	GLC1A	TIGR, JOAG1	4653	ENSG00000034971
MYOCD		MYCD	93649	ENSG00000141052
MYOCOS			110806290	ENSG00000283683
MYOD1	MYF3	PUM, MYOD, bHLHc1	4654	ENSG00000129152
MYOF	FER1L3	KIAA1207	26509	ENSG00000138119
MYOG	MYF4	bHLHc3	4656	ENSG00000122180
MYOM1			8736	ENSG00000101605
MYOM2			9172	ENSG00000036448
MYOM3		FLJ35961	127294	ENSG00000142661
MYOPARR			114004358	
MYORG	KIAA1161	NET37	57462	ENSG00000164976
MYOSLID			105373853	ENSG00000229647
MYOSLID-AS1			101927865	
MYOT	TTID, LGMD1A, LGMD1		9499	ENSG00000120729
MYOZ1	MYOZ	FATZ, CS-2	58529	ENSG00000177791
MYOZ2	C4orf5	CS-1, FATZ-2	51778	ENSG00000172399
MYOZ3		CS-3, CS3, FRP3, FATZ-3	91977	ENSG00000164591
MYP1				
MYP2				
MYP3				
MYP4			393093	
MYP5			404682	
MYP6~withdrawn				
MYP7			553190	
MYP8			553192	
MYP9			553194	
MYP10			553195	
MYP11				
MYP12				
MYP13				
MYP14				
MYP15				
MYP16				
MYP17				
MYP18				
MYPN		MYOP	84665	ENSG00000138347
MYPOP		P42pop	339344	ENSG00000176182
MYRF	C11orf9	Ndt80, pqn-47, MRF	745	ENSG00000124920
MYRF-AS1			26070	ENSG00000124915
MYRFL	C12orf15, C12orf28	FLJ25056, bcm1377	196446	ENSG00000166268
MYRIP		DKFZp586F1018, exophilin-8, MyRIP, SLAC2-C, SLAC2C	25924	ENSG00000170011
MYSA			4655	
MYSB~withdrawn				
MYSM1		KIAA1915	114803	ENSG00000162601
MYT1	PLPB1	MTF1, MYTI, ZC2HC4A, NZF2, ZC2H2C1	4661	ENSG00000196132
MYT1L		KIAA1106, NZF1, ZC2HC4B, ZC2H2C2	23040	ENSG00000186487
MYT1L-AS1			730811	ENSG00000225619
MYT2~withdrawn				
MYZAP		MYOZAP, Gup, Gup1, GCOM1	100820829	ENSG00000263155
MZB1		PACAP, MGC29506, HSPC190, pERp1, MEDA-7	51237	ENSG00000170476
MZF1	ZNF42	ZSCAN6, MZF1B, MZF-1, Zfp98	7593	ENSG00000099326
MZF1-AS1			100131691	ENSG00000267858
MZT1	C13orf37	LOC440145, FLJ21869, MGC150539, RP11-11C5.2, MOZART1	440145	ENSG00000204899
MZT1P1				ENSG00000271264
MZT1P2			101929581	ENSG00000271404
MZT2A	FAM128A	MOZART2A	653784	ENSG00000173272
MZT2B	FAM128B	FLJ14346, MOZART2B	80097	ENSG00000152082
N4BP1			9683	ENSG00000102921
N4BP2		B3BP	55728	ENSG00000078177
N4BP2L1		CG018	90634	ENSG00000139597
N4BP2L2		CG005, PFAAP5	10443	ENSG00000244754
N4BP2L2-IT2		CG030	116828	
N4BP3		LZTS4	23138	
N6AMT1	C21orf127, HEMK2	PRED28, N6AMT, MTQ2	29104	ENSG00000156239
NA~withdrawn				
NAA10	ARD1, ARD1A	DXS707, TE2	8260	ENSG00000102030
NAA11	ARD1B	ARD2, hARD2	84779	ENSG00000156269
NAA15	NARG1	TBDN100, NATH, FLJ13340	80155	ENSG00000164134
NAA16	NARG1L	FLJ22054, MGC40612, PRO2435	79612	ENSG00000172766
NAA20	NAT5	dJ1002M8.1, NAT3	51126	ENSG00000173418
NAA25	C12orf30	FLJ13089	80018	ENSG00000111300
NAA30	C14orf35, NAT12	FLJ35355, MAK3, Mak3p	122830	
NAA35	MAK10	FLJ21613, FLJ22643, bA379P1.1	60560	ENSG00000135040
NAA38	LSMD1	MGC14151, PFAAP2	84316	ENSG00000183011
NAA40	NAT11	FLJ13848	79829	ENSG00000110583
NAA50	MAK3, NAT13	FLJ13194, NAT5, San	80218	ENSG00000121579
NAA60	NAT15	FLJ14154	79903	ENSG00000122390
NAA80	NAT6	FUS2	24142	ENSG00000243477
NAAA	ASAHL		27163	ENSG00000138744
NAALAD2		NAALADASE2, GCPIII	10003	ENSG00000077616
NAALADL1			10004	ENSG00000168060
NAALADL2			254827	ENSG00000177694
NAALADL2-AS1				ENSG00000225552
NAALADL2-AS2				ENSG00000226779
NAALADL2-AS3	100862679	ENSG00000230292
NAB1			4664	ENSG00000138386
NAB2		MADER	4665	
NABP1	OBFC2A	FLJ22833, DKFZp667M1322, FLJ13624, MGC111163, SSB2, hSSB2, SOSS-B2	64859	ENSG00000173559
NABP2	OBFC2B	MGC2731, SSB1, hSSB1, SOSS-B1	79035	ENSG00000139579
NAC~withdrawn				
NACA		NACA1	4666	ENSG00000196531
NACA2	NACAL	MGC71999	342538	
NACA3P		NACA3	389240	ENSG00000121089
NACA4P	NACAP1	FKSG17	83955	ENSG00000228224
NACAD		KIAA0363	23148	ENSG00000136274
NACAP2			651144	ENSG00000180230
NACAP5			645108	ENSG00000249488
NACAP6			100132778	ENSG00000248403
NACAP7			101059973	ENSG00000218965
NACAP8	NACAP3		101928685	ENSG00000257210
NACAP9	NACAP4		100421926	
NACAP10			100132812	ENSG00000254253
NACB~withdrawn				
NACC1	BTBD14B	NAC1, NAC-1, BEND8, BTBD30	112939	ENSG00000160877
NACC2	BTBD14A	MGC23427, BEND9, BTBD31	138151	ENSG00000148411
NADK		FLJ13052	65220	ENSG00000008130
NADK2	C5orf33, NADKD1	FLJ30596, MNADK	133686	ENSG00000152620
NADK2-AS1	NADKD1-AS1			ENSG00000245711
NADSYN1		FLJ10631	55191	ENSG00000172890
NAE1	APPBP1	ula-1, APP-BP1	8883	ENSG00000159593
NAF1			92345	ENSG00000145414
NAGA		D22S674	4668	ENSG00000198951
NAGK		GNK	55577	ENSG00000124357
NAGLU		NAG	4669	ENSG00000108784
NAGPA		APAA, UCE	51172	ENSG00000103174
NAGPA-AS1			100507589	ENSG00000267072
NAGR1~withdrawn				
NAGS		AGAS, ARGA, NAT7	162417	
NAIF1	C9orf90	DKFZp762G199, bA379C10.2	203245	ENSG00000171169
NAIP	BIRC1	NLRB1	4671	ENSG00000249437
NALCN	VGCNL1	bA430M15.1, CanIon	259232	ENSG00000102452
NALCN-AS1			100885778	ENSG00000233009
NALT1	MIR4674HG, LINC01573	TCONS_l2_00029132	101928483	ENSG00000237886
NAMA			100996569	ENSG00000271086
NAMPT	PBEF1	PBEF	10135	ENSG00000105835
NAMPTP1	PBEF2, NAMPTL	bA92J19.4	646309	ENSG00000229644
NAMPTP2			100132712	ENSG00000249229
NAMPTP3				ENSG00000261053
NAMSD~withdrawn				
NANOG		FLJ12581, FLJ40451	79923	ENSG00000111704
NANOGNB			360030	ENSG00000205857
NANOGNBP1			100859926	ENSG00000226034
NANOGNBP2				ENSG00000256563
NANOGNBP3			100652831	ENSG00000270813
NANOGP1		NANOG2	404635	ENSG00000176654
NANOGP2		NANOGP4	414131	ENSG00000228670
NANOGP3			340217	ENSG00000271373
NANOGP4		NANOGP2	414132	ENSG00000237065
NANOGP5			414133	ENSG00000231697
NANOGP6			414134	ENSG00000227351
NANOGP7		NANOGP3	414130	ENSG00000258774
NANOGP8			388112	ENSG00000255192
NANOGP9			349386	ENSG00000231809
NANOGP10			349372	ENSG00000231750
NANOGP11			414135	ENSG00000233464
NANOS1		NOS1, ZC2HC12A	340719	ENSG00000188613
NANOS2		NOS2, ZC2HC12B	339345	
NANOS3		NANOS1L, NOS3, ZC2HC12C	342977	
NANP	C20orf147, HDHD4	dJ694B14.3, MGC26833	140838	ENSG00000170191
NANS		SAS	54187	ENSG00000095380
NANTA3~withdrawn				
NAP1L1		NRP, NAP1, NAP1L, MGC8688, MGC23410	4673	ENSG00000187109
NAP1L1P1			729561	ENSG00000254759
NAP1L1P2			100128894	ENSG00000229163
NAP1L1P3			100130335	ENSG00000213371
NAP1L2		BPX, MGC26243	4674	ENSG00000186462
NAP1L3		MB20, NPL3, MGC26312	4675	ENSG00000186310
NAP1L4		NAP2	4676	ENSG00000205531
NAP1L4P1			728589	ENSG00000177173
NAP1L4P2				ENSG00000224816
NAP1L4P3			730174	ENSG00000234145
NAP1L5		DRLM	266812	ENSG00000177432
NAP1L6		FLJ33596	645996	ENSG00000204118
NAPA			8775	ENSG00000105402
NAPA-AS1			100505681	
NAPB		SNAP-BETA, SNAPB	63908	ENSG00000125814
NAPEPLD		FMP30, C7orf18, NAPE-PLD	222236	ENSG00000161048
NAPG			8774	ENSG00000134265
NAPGP1			100288843	ENSG00000271408
NAPGP2			100422429	ENSG00000275906
NAPRT	NAPRT1	PP3856	93100	ENSG00000147813
NAPSA		NAP1, NAPA, Kdap, KAP	9476	
NAPSB		NAP1L, NAP2, NAPB, NAPSBP	256236	ENSG00000131401
NARF		FLJ10067, DKFZp434G0420, IOP2	26502	ENSG00000141562
NARF-AS1		ENST00000582249.1		ENSG00000266445
NARF-IT1	NARF-OT1		100506001	ENSG00000266236
NARS		NARS1	4677	ENSG00000134440
NARS2	DFNB94	FLJ23441, SLM5	79731	ENSG00000137513
NARSP1	NARSP		319127	
NARSP2			100287895	ENSG00000253789
NASP		FLB7527, FLJ31599, FLJ35510, MGC19722, MGC20372, MGC2297, DKFZp547F162, PRO1999	4678	ENSG00000132780
NASPP1			282694	
NAT1	AAC1		9	ENSG00000171428
NAT2	AAC2		10	ENSG00000156006
NAT8		Hcml1, TSC501, GLA, ATase2	9027	ENSG00000144035
NAT8B		Hcml2, NAT8BP, CML2	51471	ENSG00000204872
NAT8L		FLJ37478, Hcml3, Shati	339983	ENSG00000185818
NAT9		DKFZP564C103	26151	ENSG00000109065
NAT10		hALP, FLJ10774, FLJ12179, NET43, KIAA1709, Kre33	55226	ENSG00000135372
NAT14		KLP1	57106	ENSG00000090971
NAT16	C7orf52	FLJ39237	375607	ENSG00000167011
NATD1	C17orf103	MGC33894, Gtlf3b	256302	ENSG00000274180
NATP	AACP	NATP1	11	ENSG00000253937
NAV1		FLJ12560, FLJ14203, KIAA1151, MGC14961, POMFIL3, steerin-1, DKFZp781D0314	89796	ENSG00000134369
NAV2		FLJ10633, FLJ11030, HELAD1, KIAA1419, POMFIL2, RAINB1, FLJ23707	89797	ENSG00000166833
NAV2-AS1				ENSG00000254894
NAV2-AS2				ENSG00000254453
NAV2-AS3				ENSG00000254542
NAV2-AS4			399876	ENSG00000254622
NAV2-AS5			100874012	ENSG00000255043
NAV2-IT1				ENSG00000255270
NAV3		KIAA0938, POMFIL1	89795	ENSG00000067798
NAXD	CARKD	LP3298, FLJ10769	55739	ENSG00000213995
NAXE	APOA1BP	AIBP, MGC119143, MGC119144, MGC119145, YJEFN1	128240	ENSG00000163382
NBAS		NAG	51594	ENSG00000151779
NBAT1	CASC14	NBAT-1	729177	ENSG00000260455
NBCCS~withdrawn				
NBDY	LINC01420	NoBody	550643	ENSG00000204272
NBEA		KIAA1544, BCL8B, FLJ10197, LYST2	26960	ENSG00000172915
NBEA-AS1~withdrawn				
NBEAL1	ALS2CR17, ALS2CR16	MGC164581	65065	ENSG00000144426
NBEAL2		KIAA0540	23218	ENSG00000160796
NBEAP1	BCL8	BCL8A	606	ENSG00000258590
NBEAP2		BCL8D	100418881	
NBEAP3		BCL8C	100418905	ENSG00000223875
NBEAP4			100418897	
NBEAP5			100418903	ENSG00000277710
NBEAP6			100418904	
NBIA1~withdrawn				
NBL1		D1S1733E, NB, DAN, NO3, DAND1	4681	ENSG00000158747
NBN	NBS, NBS1	ATV, AT-V2, AT-V1	4683	ENSG00000104320
NBP1~withdrawn				
NBPF1		FLJ20719, KIAA1693	55672	ENSG00000219481
NBPF2P			343381	ENSG00000227001
NBPF3		AE2	84224	ENSG00000142794
NBPF4		FLJ32833	148545	ENSG00000196427
NBPF5P	NBPF5		100507044	ENSG00000243967
NBPF6			653149	ENSG00000186086
NBPF7			343505	ENSG00000215864
NBPF8	NBPF8P		728841	ENSG00000270231
NBPF9		AE01	400818	ENSG00000269713
NBPF10		AG1	100132406	ENSG00000271425
NBPF11	NBPF24		200030	ENSG00000263956
NBPF12	KIAA1245	COAS1	149013	ENSG00000268043
NBPF13P			644861	ENSG00000227242
NBPF14		DJ328E19.C1.1	25832	ENSG00000270629
NBPF15	NBPF16	MGC8902	284565	ENSG00000266338
NBPF16~withdrawn				
NBPF17P	NBPF23P, NBPF23		401967	ENSG00000179571
NBPF18P			441908	ENSG00000240667
NBPF19			101060226	ENSG00000271383
NBPF20			100288142	ENSG00000162825
NBPF21P			205655	ENSG00000231382
NBPF22P		MGC48637	285622	ENSG00000205449
NBPF23P~withdrawn				
NBPF24~withdrawn				
NBPF25P			101929780	ENSG00000272150
NBPF26			101060684	ENSG00000273136
NBR1	M17S2	CA125, KIAA0049, 1A1-3B	4077	
NBR2		NCRNA00192	10230	ENSG00000198496
NCA~withdrawn				
NCAD~withdrawn				
NCALD			83988	ENSG00000104490
NCAM1		NCAM, CD56	4684	ENSG00000149294
NCAM1-AS1			100288346	ENSG00000227487
NCAM2		NCAM21, MGC51008	4685	ENSG00000154654
NCAN	CSPG3		1463	ENSG00000130287
NCAPD2		CNAP1, hCAP-D2, CAP-D2, KIAA0159	9918	ENSG00000010292
NCAPD2P1			100421175	ENSG00000230356
NCAPD3		hCAP-D3, CAP-D3, hHCP-6, KIAA0056, FLJ42888, hcp-6	23310	ENSG00000151503
NCAPG		FLJ12450, hCAP-G, CAP-G, YCG1	64151	ENSG00000109805
NCAPG2	LUZP5	FLJ20311, MTB, CAP-G2, hCAP-G2	54892	ENSG00000146918
NCAPGP1			100421096	ENSG00000250290
NCAPGP2			100421148	ENSG00000259749
NCAPH	BRRN1	CAP-H, hCAP-H	23397	ENSG00000121152
NCAPH2		384D8-2, hCAP-H2, CAP-H2	29781	ENSG00000025770
NCBP1	NCBP	CBP80, Sto1	4686	ENSG00000136937
NCBP2		NIP1, CBP20, Cbc2	22916	ENSG00000114503
NCBP2-AS1				ENSG00000225578
NCBP2AS2	NCBP2-AS2	HIAR	152217	ENSG00000270170
NCBP2L			392517	ENSG00000170935
NCBP3	C17orf85	HSA277841, ELG	55421	ENSG00000074356
NCCRP1		LOC342897, NCCRP-1, FBXO50	342897	ENSG00000188505
NCDN		NCDN-1, NCDN-2	23154	ENSG00000020129
NCEH1	AADACL1	KIAA1363, NCEH	57552	ENSG00000144959
NCF1		p47phox, NOXO2, NCF1A, SH3PXD1A	653361	ENSG00000158517
NCF1B		SH3PXD1B	654816	ENSG00000182487
NCF1C		SH3PXD1C	654817	ENSG00000165178
NCF2		p67phox, NOXA2	4688	ENSG00000116701
NCF4		p40phox, SH3PXD4	4689	ENSG00000100365
NCF4-AS1		CTA-833B7.2	107985578	ENSG00000183822
NCK~withdrawn				
NCK1	NCK	NCKalpha	4690	ENSG00000158092
NCK1-DT	NCK1-AS1	SLC35G2-AS1	101927597	ENSG00000239213
NCK2		NCKbeta	8440	ENSG00000071051
NCKAP1		Nap1, HEM2, NAP125	10787	ENSG00000061676
NCKAP1L	HEM1		3071	ENSG00000123338
NCKAP5		NAP5, ERIH1, ERIH2	344148	ENSG00000176771
NCKAP5-AS1			101928185	ENSG00000233729
NCKAP5-AS2			101928161	ENSG00000226953
NCKAP5-IT1				ENSG00000232474
NCKAP5L	KIAA1602		57701	ENSG00000167566
NCKIPSD		AF3P21, SPIN90, ORF1, WISH, WASLBP, DIP1	51517	ENSG00000213672
NCL		C23, Nsr1	4691	ENSG00000115053
NCLN		NICALIN, NET59	56926	
NCLP1			100302751	ENSG00000213212
NCLP2		bA85L21.1	100379142	ENSG00000234228
NCMAP	C1orf130	FLJ42528, MP11	400746	ENSG00000184454
NCMAP-DT			100506985	ENSG00000264443
NCOA1		SRC1, F-SRC-1, NCoA-1, KAT13A, RIP160, bHLHe74	8648	ENSG00000084676
NCOA2		TIF2, GRIP1, NCoA-2, KAT13C, bHLHe75	10499	ENSG00000140396
NCOA3		RAC3, AIB1, ACTR, p/CIP, TRAM-1, CAGH16, TNRC16, KAT13B, bHLHe42, SRC-3, SRC3	8202	ENSG00000124151
NCOA4		ARA70, RFG, ELE1, PTC3, DKFZp762E1112	8031	ENSG00000266412
NCOA4P1	NCOA4P		326605	
NCOA4P2			728333	ENSG00000249934
NCOA4P3			729497	ENSG00000249245
NCOA4P4			642262	ENSG00000249215
NCOA5		bA465L10.6, CIA	57727	ENSG00000124160
NCOA6		KIAA0181, RAP250, ASC2, AIB3, PRIP, TRBP, NRC	23054	ENSG00000198646
NCOA7		ERAP140, dJ187J11.3, TLDC4	135112	ENSG00000111912
NCOA7-AS1				ENSG00000232131
NCOR1		N-CoR, hCIT529I10, TRAC1, hN-CoR, KIAA1047, MGC104216, PPP1R109	9611	ENSG00000141027
NCOR1P1	C20orf191	bB329D4.2	149934	ENSG00000240108
NCOR1P2			729490	ENSG00000265019
NCOR1P3				ENSG00000233601
NCOR2		SMRT, SMRTE, TRAC-1, CTG26, TNRC14	9612	ENSG00000196498
NCR1	LY94	NK-p46, NKP46, CD335	9437	ENSG00000189430
NCR2	LY95	NK-p44, CD336	9436	ENSG00000096264
NCR3	LY117	1C7, NKp30, CD337	259197	ENSG00000204475
NCR3LG1		DKFZp686O24166, B7-H6	374383	ENSG00000188211
NCRNA00055~withdrawn				
NCRNA00056~withdrawn				
NCRNA00090~withdrawn				
NCRNA00091~withdrawn				
NCRNA00098~withdrawn				
NCRNA00103~withdrawn				
NCRNA00104~withdrawn				
NCRNA00185~withdrawn				
NCRNA00220~withdrawn				
NCRNA00250~withdrawn				
NCRNA00270~withdrawn				
NCRNA00270B~withdrawn				
NCRNA00291~withdrawn				
NCRUPAR		ncR-uPAR, ncRuPAR, NCRNA00193	100302746	
NCS1	FREQ	NCS-1	23413	ENSG00000107130
NCSTN		KIAA0253, APH2	23385	ENSG00000162736
NCSTNP1				ENSG00000219592
NCX1~withdrawn				
NDC1	TMEM48	FLJ10407, NET3	55706	ENSG00000058804
NDC80	KNTC2	HEC, HEC1, hsNDC80, TID3	10403	ENSG00000080986
NDE1		nudE, FLJ20101, NDE	54820	ENSG00000072864
NDE1P1			100422372	
NDE1P2				ENSG00000271337
NDEL1		NUDEL, MITAP1, NDE1L1, NDE2	81565	ENSG00000166579
NDFIP1		N4WBP5, MGC10924	80762	ENSG00000131507
NDFIP1P1			100420792	ENSG00000255892
NDFIP2		KIAA1165, N4wbp5a	54602	ENSG00000102471
NDFIP2-AS1		100874208		ENSG00000232132
NDN		HsT16328, PWCR	4692	ENSG00000182636
NDNF	C4orf31	FLJ23191	79625	ENSG00000173376
NDNL1~withdrawn				
NDOR1		NR1, bA350O14.9, CIAE1	27158	ENSG00000188566
NDP	EVR2	norrin	4693	ENSG00000124479
NDP-AS1				ENSG00000236276
NDRG1	CAP43	DRG1, RTP, TDD5, NDR1	10397	ENSG00000104419
NDRG2		KIAA1248, SYLD	57447	ENSG00000165795
NDRG3			57446	ENSG00000101079
NDRG4		KIAA1180, SMAP-8	65009	ENSG00000103034
NDST1	HSST	NST1	3340	ENSG00000070614
NDST1-AS1			102546298	ENSG00000254333
NDST2		NST2, HSST2	8509	ENSG00000166507
NDST3		HSST3	9348	ENSG00000164100
NDST4			64579	ENSG00000138653
NDUFA1		MWFE, CI-MWFE	4694	ENSG00000125356
NDUFA2		B8	4695	ENSG00000131495
NDUFA3		B9	4696	ENSG00000170906
NDUFA3P1			100131388	ENSG00000267590
NDUFA3P2				ENSG00000254856
NDUFA3P3			644482	ENSG00000213032
NDUFA3P4				ENSG00000259262
NDUFA3P5				
NDUFA3P6				ENSG00000262366
NDUFA4		MLRQ, CI-9k, COXFA4	4697	ENSG00000189043
NDUFA4L2		NUOMS, FLJ26118	56901	ENSG00000185633
NDUFA4P1			360165	
NDUFA4P2	NDUFA4L	bcm1723	100287880	ENSG00000236691
NDUFA5		B13, NUFM, CI-13KD-B, UQOR13, CI-13kB	4698	ENSG00000128609
NDUFA5P1			4699	ENSG00000232390
NDUFA5P2				ENSG00000253454
NDUFA5P3			100288035	ENSG00000234853
NDUFA5P4			100128136	ENSG00000233659
NDUFA5P5			100130327	ENSG00000242365
NDUFA5P6			100288339	ENSG00000256310
NDUFA5P7				ENSG00000234039
NDUFA5P8				ENSG00000236987
NDUFA5P9			100289579	ENSG00000220831
NDUFA5P10				ENSG00000224927
NDUFA5P11				ENSG00000259918
NDUFA5P12			100288013	ENSG00000248531
NDUFA6		B14, LYRM6, CI-B14, NADHB14	4700	ENSG00000184983
NDUFA6-DT	NDUFA6-AS1		100132273	ENSG00000237037
NDUFA7		B14.5a	4701	ENSG00000267855
NDUFA8		PGIV, MGC793	4702	ENSG00000119421
NDUFA8P1				ENSG00000271710
NDUFA9	NDUFS2L	SDR22E1, CI-39k, COQ11	4704	ENSG00000139180
NDUFA9P1		dJ106I20.2	266625	ENSG00000237406
NDUFA10		CI-42k	4705	ENSG00000130414
NDUFA11		B14.7	126328	ENSG00000174886
NDUFA12		DAP13, B17.2	55967	ENSG00000184752
NDUFA12P1			100527945	ENSG00000225999
NDUFA13		CGI-39, CDA016, GRIM-19, GRIM19, B16.6	51079	ENSG00000186010
NDUFAB1		SDAP, FASN2A, ACP, ACP1	4706	ENSG00000004779
NDUFAB1P1				ENSG00000217767
NDUFAF1		CIA30, CGI-65	51103	ENSG00000137806
NDUFAF2	NDUFA12L	B17.2L, MMTN, mimitin	91942	ENSG00000164182
NDUFAF3	C3orf60	MGC10527, DKFZP564J0123, E3-3, 2P1	25915	ENSG00000178057
NDUFAF4	C6orf66	HSPC125, bA22L21.1, My013, HRPAP20	29078	ENSG00000123545
NDUFAF4P1			100306975	ENSG00000259467
NDUFAF4P2			402676	ENSG00000213483
NDUFAF4P3			100422532	ENSG00000236411
NDUFAF4P4			100128889	ENSG00000231378
NDUFAF5	C20orf7	dJ842G6.1	79133	ENSG00000101247
NDUFAF6	C8orf38	MGC40214	137682	ENSG00000156170
NDUFAF7	C2orf56	PRO1853, MidA	55471	ENSG00000003509
NDUFAF8	C17orf89		284184	ENSG00000224877
NDUFB1		MNLL, CI-MNLL	4707	ENSG00000183648
NDUFB1P1	NDUFB1P	bcm3095	100190952	ENSG00000231884
NDUFB1P2			100380272	ENSG00000234523
NDUFB2		AGGG, CI-AGGG	4708	ENSG00000090266
NDUFB2-AS1			100134713	ENSG00000240889
NDUFB2P1				ENSG00000249074
NDUFB3		B12	4709	ENSG00000119013
NDUFB3P1			93993	
NDUFB3P2			93994	
NDUFB3P3			93996	
NDUFB3P4			93995	
NDUFB3P5			93997	
NDUFB4		B15	4710	ENSG00000065518
NDUFB4P1			100288654	ENSG00000242510
NDUFB4P2			100132036	ENSG00000251306
NDUFB4P3			100288420	ENSG00000231096
NDUFB4P4				ENSG00000217718
NDUFB4P5				ENSG00000226114
NDUFB4P6				ENSG00000235258
NDUFB4P7				ENSG00000225428
NDUFB4P8				ENSG00000223663
NDUFB4P9				ENSG00000249754
NDUFB4P10				ENSG00000232880
NDUFB4P11				ENSG00000259374
NDUFB4P12			402175	ENSG00000124399
NDUFB5		SGDH, CI-SGDH, MGC12314	4711	ENSG00000136521
NDUFB5P1			100288337	ENSG00000251025
NDUFB5P2			100422431	ENSG00000214628
NDUFB6		B17, CI	4712	ENSG00000165264
NDUFB7		B18, CI-B18, MGC2480	4713	ENSG00000099795
NDUFB8		ASHI, CI-ASHI	4714	ENSG00000166136
NDUFB8P1			326606	ENSG00000258972
NDUFB8P2			729565	ENSG00000270264
NDUFB8P3			100132286	
NDUFB9		B22, UQOR22, LYRM3	4715	ENSG00000147684
NDUFB9P1				ENSG00000271045
NDUFB9P2			100128596	ENSG00000236281
NDUFB9P3			100129370	ENSG00000253994
NDUFB10		PDSW	4716	ENSG00000140990
NDUFB10P1			100128711	ENSG00000260870
NDUFB10P2				ENSG00000261624
NDUFB11		ESSS, NP17.3, Np15	54539	ENSG00000147123
NDUFB11P1	NDUFB11P		390239	ENSG00000235547
NDUFC1		KFYI	4717	ENSG00000109390
NDUFC2		B14.5b, HLC-1	4718	ENSG00000151366
NDUFC2-KCTD14			100532726	ENSG00000259112
NDUFS1		CI-75k	4719	ENSG00000023228
NDUFS2		CI-49	4720	ENSG00000158864
NDUFS2L~withdrawn				
NDUFS3		CI-30	4722	ENSG00000213619
NDUFS4		AQDQ, CI-18	4724	ENSG00000164258
NDUFS5		CI-15k	4725	ENSG00000168653
NDUFS5P1				ENSG00000218424
NDUFS5P2			100286918	ENSG00000234226
NDUFS5P3			100288149	ENSG00000233664
NDUFS5P4			100287817	ENSG00000251437
NDUFS5P5			100128177	ENSG00000230671
NDUFS5P6				ENSG00000255531
NDUFS5P7			100130794	
NDUFS6		CI-13kA	4726	ENSG00000145494
NDUFS6P1				ENSG00000241905
NDUFS7		PSST, FLJ46880, FLJ45860, CI-20	374291	ENSG00000115286
NDUFS8		TYKY, CI-23k	4728	ENSG00000110717
NDUFV1		CI-51K	4723	ENSG00000167792
NDUFV2		CI-24k	4729	ENSG00000178127
NDUFV2-AS1			101927275	ENSG00000266053
NDUFV2P1			4730	ENSG00000267809
NDUFV3		CI-10k	4731	ENSG00000160194
NEAT1	NCRNA00084	TncRNA, MENepsilon/beta, LINC00084, VINC	283131	ENSG00000245532
NEB	NEM2	NEB177D	4703	ENSG00000183091
NEBL		LASP2, LNEBL	10529	ENSG00000078114
NEBL-AS1			100128511	ENSG00000231920
NEC1~withdrawn				
NEC2~withdrawn				
NECAB1	EFCBP1		64168	ENSG00000123119
NECAB2	EFCBP2		54550	ENSG00000103154
NECAB3	SYTIP2, APBA2BP	XB51, dJ63M2.4, NIP1, dJ63M2.5, EFCBP3	63941	ENSG00000125967
NECAP1		DKFZP566B183	25977	ENSG00000089818
NECAP1P1			442668	ENSG00000178503
NECAP1P2				ENSG00000234632
NECAP2		FLJ10420	55707	ENSG00000157191
NECTIN1	HVEC, ED4, PVRL1	PRR, PRR1, PVRR1, SK-12, HIgR, CLPED1, CD111, OFC7	5818	ENSG00000110400
NECTIN1-AS1			105369525	ENSG00000255247
NECTIN2	HVEB, PVRL2	PVRR2, PRR2, CD112	5819	ENSG00000130202
NECTIN3	PVRL3	nectin-3, PPR3, PVRR3, DKFZP566B0846, CDw113, CD113	25945	ENSG00000177707
NECTIN3-AS1	PVRL3-AS1		100506555	ENSG00000242242
NECTIN4	PVRL4	nectin-4, PRR4, LNIR	81607	ENSG00000143217
NEDD1		GCP-WD, TUBGCP7	121441	ENSG00000139350
NEDD2~withdrawn				
NEDD3~withdrawn				
NEDD4		KIAA0093, MGC176705, NEDD4-1, RPF1	4734	ENSG00000069869
NEDD4L		KIAA0439, RSP5, NEDD4-2	23327	ENSG00000049759
NEDD6~withdrawn				
NEDD7~withdrawn				
NEDD8		Nedd-8	4738	ENSG00000129559
NEDD8-MDP1			100528064	ENSG00000255526
NEDD9		HEF1, CAS-L, CASS2	4739	ENSG00000111859
NEDD10~withdrawn				
NEF4~withdrawn				
NEF5~withdrawn				
NEFH			4744	ENSG00000100285
NEFHP1	NEFHL		339396	ENSG00000223489
NEFL		NFL, CMT1F, CMT2E, NF68, PPP1R110	4747	ENSG00000277586
NEFLL1~withdrawn				
NEFLL2~withdrawn				
NEFLP1			359795	ENSG00000232634
NEFM	NEF3	NFM, NF-M	4741	ENSG00000104722
NEFMP1			100420737	ENSG00000224697
NEGF1~withdrawn				
NEGF2~withdrawn				
NEGR1		KILON, MGC46680, Ntra, IGLON4	257194	ENSG00000172260
NEGR1-AS1~withdrawn				
NEGR1-IT1	100852409	ENSG00000228853
NEIL1		FLJ22402, hFPG1, NEI1, FPG1	79661	ENSG00000140398
NEIL2		NEH2, FLJ31644, MGC2832, MGC4505	252969	ENSG00000154328
